visit_places,rating,visit_place_summary,best_time,state_name,no_of_turist_attration,tokenized_summary
bhalukpong,4.5,bhalukpong picturesque town located west kameng district arunachal pradesh foothills eastern himalayas serves gateway arunachal pradesh known natural beauty kameng river flowing dense forests surrounding town,october to march,arunachal pradesh,3,"['bhalukpong', 'picturesque', 'town', 'located', 'west', 'kameng', 'district', 'arunachal', 'pradesh', 'foothills', 'eastern', 'himalayas', 'serves', 'gateway', 'arunachal', 'pradesh', 'known', 'natural', 'beauty', 'kameng', 'river', 'flowing', 'dense', 'forests', 'surrounding', 'town']"
sangti valley,4.3,located eastern himalayan foothills sangti valley west kameng district arunachal pradesh renowned breathtaking natural beauty carved meandering sangti river valley offers picturesque scenery pleasant climate making popular destination tourist,november - april,arunachal pradesh,,"['located', 'eastern', 'himalayan', 'foothills', 'sangti', 'valley', 'west', 'kameng', 'district', 'arunachal', 'pradesh', 'renowned', 'breathtaking', 'natural', 'beauty', 'carved', 'meandering', 'sangti', 'river', 'valley', 'offers', 'picturesque', 'scenery', 'pleasant', 'climate', 'making', 'popular', 'destination', 'tourist']"
namsai,4.3,namsai district arunachal pradesh burgeoning destination nestled northeastern corner india renowned tranquil ambiance stunning natural beauty namsai offers visitors serene retreat amidst verdant landscapes district characterized lush greenery pri,november - february,arunachal pradesh,,"['namsai', 'district', 'arunachal', 'pradesh', 'burgeoning', 'destination', 'nestled', 'northeastern', 'corner', 'india', 'renowned', 'tranquil', 'ambiance', 'stunning', 'natural', 'beauty', 'namsai', 'offers', 'visitors', 'serene', 'retreat', 'amidst', 'verdant', 'landscapes', 'district', 'characterized', 'lush', 'greenery', 'pri']"
bum la pass,,bum la pass located tawang district arunachal pradesh india high mountain pass situated elevation approximately 15200 feet 4600 meters sea level holds immense strategic importance serves border india china lying near line actual,,arunachal pradesh,,"['bum', 'la', 'pass', 'located', 'tawang', 'district', 'arunachal', 'pradesh', 'india', 'high', 'mountain', 'pass', 'situated', 'elevation', 'approximately', '15200', 'feet', '4600', 'meters', 'sea', 'level', 'holds', 'immense', 'strategic', 'importance', 'serves', 'border', 'india', 'china', 'lying', 'near', 'line', 'actual']"
changlang,4.1,changlang district shares international boundary myanmar burma best known biodiversity scenic beauty unique culture makes standout nearby areas changlang subtle uniqueness attitude nature environment hinting towards exotic,november to february,arunachal pradesh,6,"['changlang', 'district', 'shares', 'international', 'boundary', 'myanmar', 'burma', 'best', 'known', 'biodiversity', 'scenic', 'beauty', 'unique', 'culture', 'makes', 'standout', 'nearby', 'areas', 'changlang', 'subtle', 'uniqueness', 'attitude', 'nature', 'environment', 'hinting', 'towards', 'exotic']"
damro,4.3,damro remote village arunachal pradesh best known starting point longest hanging bridge state picturesque village offers glimpse traditional lifestyle adi tribe bamboo houses terraced fields hanging bridge made bamboo,,arunachal pradesh,,"['damro', 'remote', 'village', 'arunachal', 'pradesh', 'best', 'known', 'starting', 'point', 'longest', 'hanging', 'bridge', 'state', 'picturesque', 'village', 'offers', 'glimpse', 'traditional', 'lifestyle', 'adi', 'tribe', 'bamboo', 'houses', 'terraced', 'fields', 'hanging', 'bridge', 'made', 'bamboo']"
madhuri lake,4.2,nestled amidst himalayas arunachal pradesh boasts numerous stunning lakes none captivating madhuri lake also known sangetsar lake sangestar tso situated route tawang bum la pass tawang district near indochina border remote lake sits alt,,arunachal pradesh,,"['nestled', 'amidst', 'himalayas', 'arunachal', 'pradesh', 'boasts', 'numerous', 'stunning', 'lakes', 'none', 'captivating', 'madhuri', 'lake', 'also', 'known', 'sangetsar', 'lake', 'sangestar', 'tso', 'situated', 'route', 'tawang', 'bum', 'la', 'pass', 'tawang', 'district', 'near', 'indochina', 'border', 'remote', 'lake', 'sits', 'alt']"
anini,4.1,anini clouds come kiss land much beauty peeking behind misty air unexplored town place visit pristine calmness lying beautiful dibang valley district anini marked pleasant weather immense natural beauty maki,november to march,arunachal pradesh,2,"['anini', 'clouds', 'come', 'kiss', 'land', 'much', 'beauty', 'peeking', 'behind', 'misty', 'air', 'unexplored', 'town', 'place', 'visit', 'pristine', 'calmness', 'lying', 'beautiful', 'dibang', 'valley', 'district', 'anini', 'marked', 'pleasant', 'weather', 'immense', 'natural', 'beauty', 'maki']"
mechuka,4.0,mechuka famous destination arunachal pradesh exotic tribes scenic beauty engulfs name mechuka menchukha small town nestled sea level mechuka valley home memba ramo bokar libo tribes natives followers buddh,,arunachal pradesh,,"['mechuka', 'famous', 'destination', 'arunachal', 'pradesh', 'exotic', 'tribes', 'scenic', 'beauty', 'engulfs', 'name', 'mechuka', 'menchukha', 'small', 'town', 'nestled', 'sea', 'level', 'mechuka', 'valley', 'home', 'memba', 'ramo', 'bokar', 'libo', 'tribes', 'natives', 'followers', 'buddh']"
daporijo,3.9,paddy fields rainforests bamboo trees along beautiful subansiri river flowing along town daporijo small town way ziro along daporijo scenic town situated 600 meters sea level upper subansiri district north eastern state arunac,december to february,arunachal pradesh,5,"['paddy', 'fields', 'rainforests', 'bamboo', 'trees', 'along', 'beautiful', 'subansiri', 'river', 'flowing', 'along', 'town', 'daporijo', 'small', 'town', 'way', 'ziro', 'along', 'daporijo', 'scenic', 'town', 'situated', '600', 'meters', 'sea', 'level', 'upper', 'subansiri', 'district', 'north', 'eastern', 'state', 'arunac']"
pakhui wildlife sanctuary,3.8,pakhui wildlife sanctuary also known pakke wildlife sanctuary located arunachal pradesh spans 862 square kilometers renowned rich biodiversity housing species like bengal tiger asian elephant various hornbills sanctuary part eastern himala,,arunachal pradesh,,"['pakhui', 'wildlife', 'sanctuary', 'also', 'known', 'pakke', 'wildlife', 'sanctuary', 'located', 'arunachal', 'pradesh', 'spans', '862', 'square', 'kilometers', 'renowned', 'rich', 'biodiversity', 'housing', 'species', 'like', 'bengal', 'tiger', 'asian', 'elephant', 'various', 'hornbills', 'sanctuary', 'part', 'eastern', 'himala']"
gorichen peak,3.7,gorichen peak highest peak arunachal pradesh located tawang west kameng districts arunachal pradesh situated altitude 22500 feet sea level peak roughly 164 kilometre tawang peak locally known sanga phu literally mea,,arunachal pradesh,,"['gorichen', 'peak', 'highest', 'peak', 'arunachal', 'pradesh', 'located', 'tawang', 'west', 'kameng', 'districts', 'arunachal', 'pradesh', 'situated', 'altitude', '22500', 'feet', 'sea', 'level', 'peak', 'roughly', '164', 'kilometre', 'tawang', 'peak', 'locally', 'known', 'sanga', 'phu', 'literally', 'mea']"
golden pagoda,,golden pagoda alternatively referred kongmu kham taikhamti dialect stunning burmeseinspired buddhist temple situated namsai district arunachal pradesh india established 2010 magnificent structure occupies sprawling complex spread across 20 hectares 4,,arunachal pradesh,,"['golden', 'pagoda', 'alternatively', 'referred', 'kongmu', 'kham', 'taikhamti', 'dialect', 'stunning', 'burmeseinspired', 'buddhist', 'temple', 'situated', 'namsai', 'district', 'arunachal', 'pradesh', 'india', 'established', '2010', 'magnificent', 'structure', 'occupies', 'sprawling', 'complex', 'spread', 'across', '20', 'hectares', '4']"
tirap,3.7,tirap never fails enchant tourists gushing rivulets green vibrant orchids freshness air heals restless mind another spectacular attribute place ethnicity tribals festivals fairs flawless artworks created intense,march to june,arunachal pradesh,8,"['tirap', 'never', 'fails', 'enchant', 'tourists', 'gushing', 'rivulets', 'green', 'vibrant', 'orchids', 'freshness', 'air', 'heals', 'restless', 'mind', 'another', 'spectacular', 'attribute', 'place', 'ethnicity', 'tribals', 'festivals', 'fairs', 'flawless', 'artworks', 'created', 'intense']"
khonsa,3.8,khonsa headquarters tirap district arunachal pradesh located tirap valley surrounded himalayan ranges streams deep gorges dense forests snowclad hills features describe terrain khonsa,september to apr,arunachal pradesh,5,"['khonsa', 'headquarters', 'tirap', 'district', 'arunachal', 'pradesh', 'located', 'tirap', 'valley', 'surrounded', 'himalayan', 'ranges', 'streams', 'deep', 'gorges', 'dense', 'forests', 'snowclad', 'hills', 'features', 'describe', 'terrain', 'khonsa']"
yingkiong,3.9,yinkiong headquarter upper siang district gets name river siang flows besides district region known diverse colourful ethnicity people live love celebrate festivals zeal ponung roja broh famous danc,october to february,arunachal pradesh,4,"['yinkiong', 'headquarter', 'upper', 'siang', 'district', 'gets', 'name', 'river', 'siang', 'flows', 'besides', 'district', 'region', 'known', 'diverse', 'colourful', 'ethnicity', 'people', 'live', 'love', 'celebrate', 'festivals', 'zeal', 'ponung', 'roja', 'broh', 'famous', 'danc']"
anjaw,3.9,anjaw small offbeat town amidst enormous greenery gleaming waterfalls beautiful river streams pine forests thousand spectacular things anjaw much developed tourist destination due natural surroundings greenery place one find solit,march to august,arunachal pradesh,6,"['anjaw', 'small', 'offbeat', 'town', 'amidst', 'enormous', 'greenery', 'gleaming', 'waterfalls', 'beautiful', 'river', 'streams', 'pine', 'forests', 'thousand', 'spectacular', 'things', 'anjaw', 'much', 'developed', 'tourist', 'destination', 'due', 'natural', 'surroundings', 'greenery', 'place', 'one', 'find', 'solit']"
yupia,3.7,yupia headquarters papum pare district arunachal pradesh 20 km away state capital itanagar one best things beautiful town inhabitants preserved diverse culture traditions touch love togetherness,september to december,arunachal pradesh,7,"['yupia', 'headquarters', 'papum', 'pare', 'district', 'arunachal', 'pradesh', '20', 'km', 'away', 'state', 'capital', 'itanagar', 'one', 'best', 'things', 'beautiful', 'town', 'inhabitants', 'preserved', 'diverse', 'culture', 'traditions', 'touch', 'love', 'togetherness']"
kaziranga national park,3.8,home largest population onehorned rhino earth kaziranga national park one india ’ national treasures terms flora fauna located state assam northeastern india total area shared districts nagaon golaghat karbi anglong placing,october to june,assam,,"['home', 'largest', 'population', 'onehorned', 'rhino', 'earth', 'kaziranga', 'national', 'park', 'one', 'india', '’', 'national', 'treasures', 'terms', 'flora', 'fauna', 'located', 'state', 'assam', 'northeastern', 'india', 'total', 'area', 'shared', 'districts', 'nagaon', 'golaghat', 'karbi', 'anglong', 'placing']"
majuli,4.6,majuli verdant ecofriendly freshwater island nestled brahmaputra river pristine 20 kilometers jorhat city assam encompassing total area 1250 square kilometers majuli holds distinction worlds largest river island drawing tourists,october - april,assam,5,"['majuli', 'verdant', 'ecofriendly', 'freshwater', 'island', 'nestled', 'brahmaputra', 'river', 'pristine', '20', 'kilometers', 'jorhat', 'city', 'assam', 'encompassing', 'total', 'area', '1250', 'square', 'kilometers', 'majuli', 'holds', 'distinction', 'worlds', 'largest', 'river', 'island', 'drawing', 'tourists']"
guwahati,4.0,famously regarded gateway northeast india guwahati largest city state assam also largest metropolis entire northeastern region india making preferred staging point destinations region sandwiched river brahmaputra,october to april,assam,34,"['famously', 'regarded', 'gateway', 'northeast', 'india', 'guwahati', 'largest', 'city', 'state', 'assam', 'also', 'largest', 'metropolis', 'entire', 'northeastern', 'region', 'india', 'making', 'preferred', 'staging', 'point', 'destinations', 'region', 'sandwiched', 'river', 'brahmaputra']"
manas national park,3.6,manas national park unesco natural world heritage site project tiger reserve elephant reserve biosphere reserve assam tiger reserve assam also famous rare golden langur red panda manas one bestkept national parks india,october to apr,assam,,"['manas', 'national', 'park', 'unesco', 'natural', 'world', 'heritage', 'site', 'project', 'tiger', 'reserve', 'elephant', 'reserve', 'biosphere', 'reserve', 'assam', 'tiger', 'reserve', 'assam', 'also', 'famous', 'rare', 'golden', 'langur', 'red', 'panda', 'manas', 'one', 'bestkept', 'national', 'parks', 'india']"
dibrugarh,5.0,dibrugarh largest city assam located 439 km guwahati major city northeastern region india line cities like guwahati bhubaneswar dibrugarh emerging communication industrial hub north east india dibrugarh airport wellconnected wit,october to march,assam,10,"['dibrugarh', 'largest', 'city', 'assam', 'located', '439', 'km', 'guwahati', 'major', 'city', 'northeastern', 'region', 'india', 'line', 'cities', 'like', 'guwahati', 'bhubaneswar', 'dibrugarh', 'emerging', 'communication', 'industrial', 'hub', 'north', 'east', 'india', 'dibrugarh', 'airport', 'wellconnected', 'wit']"
jorhat,3.8,famous culture mosques tombs gardens importantly tea plantations jorhat culturally commercially important city state assam headquarters jorhat district city also known tea capital india located distance 305,october to march,assam,21,"['famous', 'culture', 'mosques', 'tombs', 'gardens', 'importantly', 'tea', 'plantations', 'jorhat', 'culturally', 'commercially', 'important', 'city', 'state', 'assam', 'headquarters', 'jorhat', 'district', 'city', 'also', 'known', 'tea', 'capital', 'india', 'located', 'distance', '305']"
hajo,3.5,distance 24 km city guwahati hajo adores banks brahmaputra ancient pilgrim centre hajo finds uniqueness attraction three religions hindu muslims buddhists shrines dedicated durga shiva vishnu buddha major muslim saints,july to march,assam,5,"['distance', '24', 'km', 'city', 'guwahati', 'hajo', 'adores', 'banks', 'brahmaputra', 'ancient', 'pilgrim', 'centre', 'hajo', 'finds', 'uniqueness', 'attraction', 'three', 'religions', 'hindu', 'muslims', 'buddhists', 'shrines', 'dedicated', 'durga', 'shiva', 'vishnu', 'buddha', 'major', 'muslim', 'saints']"
bogamati,,newly discovered bogamati picturesque spot perfect picnics lies mouth river ‘ barnadi ’ foothills indobhutan border baksa district assam inaugurated emanuel muchahary mla tumulpur six years ago unexplored panoramic view mountains,,assam,,"['newly', 'discovered', 'bogamati', 'picturesque', 'spot', 'perfect', 'picnics', 'lies', 'mouth', 'river', '‘', 'barnadi', '’', 'foothills', 'indobhutan', 'border', 'baksa', 'district', 'assam', 'inaugurated', 'emanuel', 'muchahary', 'mla', 'tumulpur', 'six', 'years', 'ago', 'unexplored', 'panoramic', 'view', 'mountains']"
