visiting_places,visiting_places_rating,distance_from_city_center,cities_name,city_rating,city_type,city_visit_time,no_of_tourist_attration,states_name,state_categories,state_visit_time
veyilingala kona waterfall,3.1,7.0,srikalahasti,3.9,spiritual type,throughout_the_year,9.0,andhra pradesh,commercial_and_technological_state,winter
sri subrahmanya swamy temple,3.1,0.0,srikalahasti,3.9,spiritual type,throughout_the_year,9.0,andhra pradesh,commercial_and_technological_state,winter
bharadwaja tirtham,3.1,1.0,srikalahasti,3.9,spiritual type,throughout_the_year,9.0,andhra pradesh,commercial_and_technological_state,winter
sahasra linga temple,3.1,14.0,srikalahasti,3.9,spiritual type,throughout_the_year,9.0,andhra pradesh,commercial_and_technological_state,winter
shopping in srikalahasti,3.0,0.0,srikalahasti,3.9,spiritual type,throughout_the_year,9.0,andhra pradesh,commercial_and_technological_state,winter
bhakta kannappa temple,3.1,1.0,srikalahasti,3.9,spiritual type,throughout_the_year,9.0,andhra pradesh,commercial_and_technological_state,winter
durgambika temple,3.1,0.0,srikalahasti,3.9,spiritual type,throughout_the_year,9.0,andhra pradesh,commercial_and_technological_state,winter
raghavendra swami temple,3.1,1.0,mantralayam,4.8,spiritual type,autumn_to_winter,2.0,andhra pradesh,commercial_and_technological_state,winter
panchamukhi anjaneya temple,3.57,4.0,mantralayam,4.8,spiritual type,autumn_to_winter,2.0,andhra pradesh,commercial_and_technological_state,winter
sri satyanarayana swamy temple,3.5,0.0,annavaram,4.3,spiritual type,throughout_the_year,2.0,andhra pradesh,commercial_and_technological_state,winter
chaitanya jyoti museum,3.4,1.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
sathya sai ashram,3.5,0.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
wish fullfilling tree,3.4,0.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
sri sathya sai space theatre (planetarium),3.1,1.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
shopping in puttaparthi,3.0,0.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
meditation tree,3.1,0.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
gokulam,3.6,1.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
anjaneya (hanuman) swamy temple,3.1,53.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
spiritual museum,3.1,0.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
village mosque,3.1,0.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
sathyabhama temple,3.1,0.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
gopuram,3.6,0.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
samadhi shrine,3.1,0.0,puttaparthi,5.0,spiritual type,autumn_to_winter,13.0,andhra pradesh,commercial_and_technological_state,winter
vizianagaram,3.4,0.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
saripalli,3.1,9.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
gosthani sarovar vihar,3.1,23.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
kumili,3.1,13.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
raamateertham,3.1,13.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
bobbili,3.6,52.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
punyagiri,3.1,30.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
venkateswara alayam govindapuram,3.1,23.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
shopping in vizianagaram,3.0,1.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
ghanta stambham/ clock tower,3.1,2.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
jami vruksham,3.1,15.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
sirimanu utsav,3.1,2.0,vizianagaram,4.7,beach type,autumn_to_winter,12.0,andhra pradesh,commercial_and_technological_state,winter
sela pass,4.2,24.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
tawang monastery,4.4,2.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
madhuri lake,4.2,21.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
nuranang falls,4.3,11.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
tawang war memorial,3.5,1.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
gorichen peak,3.7,56.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
penga teng tso lake,3.3,30.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
jaswant garh war memorial,3.3,18.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
rafting in kameng river,3.57,100.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
urgelling gompa,3.57,3.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
taktsang gompa,3.57,17.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
bum la pass,3.57,16.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
eaglenest wildlife sanctuary,4.2,74.0,tawang,4.8,hilly type,summer_to_autumn,12.0,arunachal pradesh,natural_and_scenic_state,summer
tarin fish farm,3.6,3.0,ziro,4.6,hilly type,autumn_to_summer,9.0,arunachal pradesh,natural_and_scenic_state,summer
kile pakho,3.2,6.0,ziro,4.6,hilly type,autumn_to_summer,9.0,arunachal pradesh,natural_and_scenic_state,summer
talley valley wildlife sanctuary,3.2,4.0,ziro,4.6,hilly type,autumn_to_summer,9.0,arunachal pradesh,natural_and_scenic_state,summer
meghna cave temple,3.2,2.0,ziro,4.6,hilly type,autumn_to_summer,9.0,arunachal pradesh,natural_and_scenic_state,summer
shiv linga,3.7,8.0,ziro,4.6,hilly type,autumn_to_summer,9.0,arunachal pradesh,natural_and_scenic_state,summer
trekking in dolo mando,3.2,2.0,ziro,4.6,hilly type,autumn_to_summer,9.0,arunachal pradesh,natural_and_scenic_state,summer
pine grove,3.2,36.0,ziro,4.6,hilly type,autumn_to_summer,9.0,arunachal pradesh,natural_and_scenic_state,summer
trekking in midey,3.2,0.0,ziro,4.6,hilly type,autumn_to_summer,9.0,arunachal pradesh,natural_and_scenic_state,summer
bomdila monastery,3.6,1.0,bomdila,4.7,hilly type,summer_to_autumn,8.0,arunachal pradesh,natural_and_scenic_state,summer
apple orchards,3.3,35.0,bomdila,4.7,hilly type,summer_to_autumn,8.0,arunachal pradesh,natural_and_scenic_state,summer
bomdila view point,3.2,1.0,bomdila,4.7,hilly type,summer_to_autumn,8.0,arunachal pradesh,natural_and_scenic_state,summer
eaglenest wildlife sanctuary,3.2,18.0,bomdila,4.7,hilly type,summer_to_autumn,8.0,arunachal pradesh,natural_and_scenic_state,summer
tipi orchid reserve,3.2,30.0,bomdila,4.7,hilly type,summer_to_autumn,8.0,arunachal pradesh,natural_and_scenic_state,summer
upper gompa,3.2,1.0,bomdila,4.7,hilly type,summer_to_autumn,8.0,arunachal pradesh,natural_and_scenic_state,summer
lower gompa,3.2,0.0,bomdila,4.7,hilly type,summer_to_autumn,8.0,arunachal pradesh,natural_and_scenic_state,summer
r.r hill,3.2,23.0,bomdila,4.7,hilly type,summer_to_autumn,8.0,arunachal pradesh,natural_and_scenic_state,summer
mehao wildlife sanctuary,4.2,134.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
mayudia,3.1,14.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
nehru van udayan,3.1,2.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
hunli,3.1,23.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
bhashmaknagar fort,3.1,14.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
mehao lake,3.1,10.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
iphi pani ghat,3.1,0.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
salley lake,3.1,3.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
rukmini nati,3.1,9.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
itapakhur and padum pukhri,3.1,15.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
kampona pond,3.1,15.0,roing,4.2,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
ganga lake,3.6,4.0,itanagar,4.4,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
ita fort,3.5,2.0,itanagar,4.4,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
namdapha national park,4.3,15.0,itanagar,4.4,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
rupa,3.7,4.0,itanagar,4.4,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
gompa buddhist temple,3.2,3.0,itanagar,4.4,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
itanagar wild life sanctuary,3.2,2.0,itanagar,4.4,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
"indira gandhi park, itanagar",3.2,2.0,itanagar,4.4,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
jawaharlal nehru state museum,3.2,4.0,itanagar,4.4,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
polo park,3.2,9.0,itanagar,4.4,hilly type,autumn_to_winter,11.0,arunachal pradesh,natural_and_scenic_state,summer
sangti valley,4.5,14.0,dirang,4.4,hilly type,autumn_to_winter,6.0,arunachal pradesh,natural_and_scenic_state,summer
national research centre on yak,4.4,0.0,dirang,4.4,hilly type,autumn_to_winter,6.0,arunachal pradesh,natural_and_scenic_state,summer
natural hot water spring in dirang,3.57,2.0,dirang,4.4,hilly type,autumn_to_winter,6.0,arunachal pradesh,natural_and_scenic_state,summer
dirang dzong,4.4,3.0,dirang,4.4,hilly type,autumn_to_winter,6.0,arunachal pradesh,natural_and_scenic_state,summer
bird watching in dirang,4.6,20.0,dirang,4.4,hilly type,autumn_to_winter,6.0,arunachal pradesh,natural_and_scenic_state,summer
mandala top,4.7,15.0,dirang,4.4,hilly type,autumn_to_winter,6.0,arunachal pradesh,natural_and_scenic_state,summer
daying ering wildlife sanctuary,4.1,20.0,pasighat,4.0,hilly type,autumn_to_summer,5.0,arunachal pradesh,natural_and_scenic_state,summer
pangin,3.5,10.0,pasighat,4.0,hilly type,autumn_to_summer,5.0,arunachal pradesh,natural_and_scenic_state,summer
kekar monying,3.1,20.0,pasighat,4.0,hilly type,autumn_to_summer,5.0,arunachal pradesh,natural_and_scenic_state,summer
rafting in pasighat,3.1,0.0,pasighat,4.0,hilly type,autumn_to_summer,5.0,arunachal pradesh,natural_and_scenic_state,summer
komsing,3.1,39.0,pasighat,4.0,hilly type,autumn_to_summer,5.0,arunachal pradesh,natural_and_scenic_state,summer
outdoor activities,3.1,36.0,bhalukpong,4.5,rural type,autumn_to_winter,3.0,arunachal pradesh,natural_and_scenic_state,summer
sessa orchid sanctuary,4.3,26.0,bhalukpong,4.5,rural type,autumn_to_winter,3.0,arunachal pradesh,natural_and_scenic_state,summer
pakhui wildlife sanctuary,3.8,23.0,bhalukpong,4.5,rural type,autumn_to_winter,3.0,arunachal pradesh,natural_and_scenic_state,summer
kamalabari satra,3.6,3.0,majuli,4.6,rural type,autumn_to_summer,5.0,assam,cultural_and_heritage_state,spring
dakhinpat satra,3.6,11.0,majuli,4.6,rural type,autumn_to_summer,5.0,assam,cultural_and_heritage_state,spring
garmur,3.5,4.0,majuli,4.6,rural type,autumn_to_summer,5.0,assam,cultural_and_heritage_state,spring
tengapania,3.2,137.0,majuli,4.6,rural type,autumn_to_summer,5.0,assam,cultural_and_heritage_state,spring
auniati satra,3.2,5.0,majuli,4.6,rural type,autumn_to_summer,5.0,assam,cultural_and_heritage_state,spring
umananda temple,4.6,6.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
kamakhya temple,4.3,4.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
guwahati zoo,3.5,6.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
umananda island,4.0,48.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
pobitora wildlife sanctuary,4.2,33.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
assam state museum,4.2,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
guwahati planetarium,3.9,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
"regional science centre, guwahati",3.57,9.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
fancy bazar,3.57,4.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
iskcon guwahati,3.5,4.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
chandubi lake,3.57,45.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
basistha ashram,3.2,7.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
hajo,4.0,8.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
guwahati war memorial,3.57,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
dispur,3.6,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
dipor bil,3.57,9.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
maati centre,3.57,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
navagraha temple,3.57,6.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
nehru park,3.57,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
bhubaneswari temple,3.2,3.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
kaziranga national park,4.2,15.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
manas national park,4.1,89.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
shrimanta shankardeva kalakshetra,3.57,9.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
indira gandhi athletic stadium,3.57,4.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
sukreshwar temple,3.57,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
ugra tara temple,3.57,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
saraighat bridge,3.57,9.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
janardana temple,3.57,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
shraddhanjali kanan,3.57,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
ambubachi mela,3.57,4.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
cafe hendrix,3.57,6.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
madan kamdev,3.57,19.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
pandu,3.2,5.0,guwahati,4.0,spiritual type,autumn_to_summer,34.0,assam,cultural_and_heritage_state,spring
