visit_places,rating,city_names,visit_place_summary
12. Prakasam Barrage,,"5 km  from city center 
 
 12 out of 24 Places To Visit in Vijayawada","Standing on a whopping 160 pillars and offering an astounding view of the holy River Krishna, the Prakasam Barrage does a lot more than just looking majestic. This bridge connects the Kolkata-Chennai highway and facilitates the irrigation of over 1.2 acres of farm land. The entire bridge is lit up with soft yellow lights and is an amazing sight to witness."
13. Rajahmundry,"3.1
 /5","134 km  from city center 
 
 13 out of 24 Places To Visit in Vijayawada","At a distance of 150 km from Vijayawada, Rajahmundry holds many ritual places of visit including Draksharama, Kotipalli, Samalkot, Pattiseema the famous Siva temples."
14. Mangalgiri,,"12 km  from city center 
 
 14 out of 24 Places To Visit in Vijayawada","Being one of the 8 Mahakshetrams or sacred destinations of the country, Mangalagiri is a charming town in Vjayawada that has a lot of religious history. They say that Lord Vishnu manifested himself in the soil of Mangalagiri and that Lakshmi Devi has performed penance on its hilltop. The town's religious significance and natural beauty draw thousands of tourists every year."
"15. Amravati Museum, Vijayawada",,"32 km  from city center 
 
 15 out of 24 Places To Visit in Vijayawada","Displaying a wide range of exhibits that date back to as far as the 3rd century, the Archaeological Museum in Amravati is an absolute haven for the history buff in each one of us. This museum houses mysterious relics and exotic artefacts found during excavations and flawlessly sculpted statues of Lord Buddha, Goddess Tara and Bodhisattva Padmapani."
16. Sri Ramalingeswara Swami vari Devasthanam,,"10 km  from city center 
 
 16 out of 24 Places To Visit in Vijayawada","Resting atop a small hillock in the southeast corner of Vijayawada is the Sri Ramalingeswara Swami vari Devasthanam. Decked in a canopy of tall dense trees, this holy temple is dedicated to Lord Shiva and is decorated like a bride, come Mahashivratri. You will also be treated to a breathtaking view of the colourful city and the River Krishna from here."
17. Lenin Statue,,"3 km  from city center 
 
 17 out of 24 Places To Visit in Vijayawada","An enormous statue of Vladimir Ilyich Ulyanov, better known as Lenin, towers in the middle of Vijayawada city as an instance of communism and its ideologies. Built in the 1980s when the town was under communist rule, this statue holds tremendous historical significance. You can find many stray book sellers here selling popular and interesting books at a third of the cost."
18. Hazrat Bal Mosque,,"0 km  from city center 
 
 18 out of 24 Places To Visit in Vijayawada","The dazzlingly white Hazratbal Mosque in Vijayawada city is a sight for sore eyes. This mosque experiences a footfall of thousands of people, irrespective of caste and creed, to take one glance at Prophet Mohammad's relic that is put up on display once a year. They say having seen this relic will rid you of all the stubborn problems of life."
19. Akkanna Madanna Caves,,"4 km  from city center 
 
 19 out of 24 Places To Visit in Vijayawada","These ancient rock-cut caves of Akkanna Madanna can be traced back to the 7th Century. Located in the Krishna and Guntur regions of Andhra Pradesh, these caves are the treasured possessions of the Vijayawada kingdom. These caves are dedicated to the Hindu trinity of Brahma, Vishnu and Maheshwara and contain significant inscriptions from the past."
20. VMC Disney Land,,"4 km  from city center 
 
 20 out of 24 Places To Visit in Vijayawada","Situated in Ajit Singh Nagar in Vijayawada, VMC Disney Land is one of the most popular and largest water parks in the city. With separate swimming pools for adults and kids, professionals and beginners and a variety of water activities and fun games, thrilling rides, aqua dancing and wave pools etc., the water park is the favourite hangout place for the city dwellers."
21. Gunadala Matha Shrine,,"1 km  from city center 
 
 21 out of 24 Places To Visit in Vijayawada","Tucked into the hills of the Krishna District, the Gundala Matha Shrine, or the St Mary's Church, provides hope and solace to many. You will find an iron cross erected here along with Mother Mary's idol and a museum that houses many holy relics. A huge crowd of devotees and tourists are gathered here during the festive celebration of Our Lady of the Lourdes."
22. Haailand,,22 out of 24 Places To Visit in Vijayawada,Haailand is situated around 19 km from Vijayawada on the outskirts of the city. It is considered to be the most deliciously designed and themed water cum amusement park in the region. It offers a plethora of fun games and activities. You can either choose a water park package or an amusement park package or both.
23. ISKCON Vijayawada,,"6 km  from city center 
 
 23 out of 24 Places To Visit in Vijayawada","Settled by the banks of River Krishna, the striking three-storeyed building of ISKCON in Vijayawada houses two mesmerizingly stunning marble idols of Lord Krishna and Radha standing side by side. The faint vibrations of ¥om' playing in the background will relax your nerves as soon as you enter the temple. Mahaprasad facility is also available here."
24. Rajiv Gandhi Park,,"4 km  from city center 
 
 24 out of 24 Places To Visit in Vijayawada","Set on the banks of River Krishna, the Rajiv Gandhi Park has it all- a small enclosure with exotic animals, a dinosaur park with life size replicas of ancient creatures and a mesmerising musical fountain. Relaxing amidst the dense verdure of this park and listening to the melodious chirping of the birds will instantly refresh you after a long monotonous week."
1. Ahobilam Temple,"3.4
 /5","37 km  from city center 
 
 1 out of 12 Places To Visit in Anantapur",Ahobilam is a small village renowned for Lord Narasimha Swamy Temple. The Ahobilam temple is dedicated to Lord Lakshmi Narasimha Swamy. The temple complex has temples of Adi Lakshmi Devi Temple and Chenchu Lakshmi Devi. It is the only temple where all the nine forms of the deity are worshipped. Ahobilam is believed to be in the middle of Adishesha and expands all over the Nalmalla Hills.
"2. ISKCON Temple, Anantapur","3.5
 /5","4 km  from city center 
 
 2 out of 12 Places To Visit in Anantapur","Like all other Iskcon Temples built around the world, the one at Anantapur is just as beautiful. The temple is in the shape of a horse drawn chariot, with statues of four huge horses in front of the temple."
3. Bugga Ramalingeswara Swami Temple,"3.1
 /5","51 km  from city center 
 
 3 out of 12 Places To Visit in Anantapur","Another very known temple of the area is The Bugga Ramalingeswara Swami Temple. Dedicated to Lord Shiva, the temple is also known as Ramalingeswara Swami Temple."
4. Penukonda Fort,"3.1
 /5","67 km  from city center 
 
 4 out of 12 Places To Visit in Anantapur","The Penukonda Fort is one of the main attractions of Anantapur. Located at a distance of nearly 70-km from Anantapur, the fort derived its name from the word Penukonda, which literally means big hill."
5. Thimmamma Marrimanu,"3.6
 /5","107 km  from city center 
 
 5 out of 12 Places To Visit in Anantapur",Thimmamma Marrimanu is a huge banyan tree which is located at  about 70 Km from Horsely Hills. This historical tree is situated in the district of Ananthpur. The name of this tree is preserved by the local people since ancient times.
6. Gooty Fort,"3.1
 /5","49 km  from city center 
 
 6 out of 12 Places To Visit in Anantapur","The Ravadurg Gooty Fort is one of the oldest hill forts of Andhra Pradesh. The fort structure replicates a shell. The fort is full of inscribed walls, pillars and doors."
7. Hanuman Statue at Mounagiri,"3.1
 /5","34 km  from city center 
 
 7 out of 12 Places To Visit in Anantapur","A recent addition to the array of tourist spots Anantapur offers is the Idol of Lord Hanuman. Built several feet high, the idol is magnificent and can be seen from several km far too. There is a temple there, for those who wish to pray."
8. Rayadurg,,"80 km  from city center 
 
 8 out of 12 Places To Visit in Anantapur","Built at a height of 2,727 feet above the sea level, Rayadurg is a town packed to the brim with monuments harbouring rich cultural heritage. Located in western Andhra Pradesh at the Karnataka border, this small town draws tourists from all over the country and beyond to its majestic yet ruinous forts and temples as well as the many centres of exceptional artisanship."
9. Veera Bhadra Temple,"3.4
 /5",9 out of 12 Places To Visit in Anantapur,"Veerabhadra Temple is located in Lepakshi village, which is 15 km east of Hindupur in the Anantapur district. Dedicated to Lord Veerbhadra, the temple was built back in 16th century."
10. Anantapur Clock Tower,"3.4
 /5","0 km  from city center 
 
 10 out of 12 Places To Visit in Anantapur","The Anantapur Clock Tower is the landmark of the city Anantapur. It was built during the time India got freedom and to this day, it stands tall. The clock tower is in the middle of the road."
11. Shopping in Anantapur,"3.0
 /5","3 km  from city center 
 
 11 out of 12 Places To Visit in Anantapur","There aren't many shopping opportunities in Anantapur, but basic provisions can be sourced from local stores and local handicrafts in little kiosks around the city."
12. Tadipatri,,"51 km  from city center 
 
 12 out of 12 Places To Visit in Anantapur","Ancient temples with relics from centuries back in await you within the temples of Tadipatri. Built during the golden years of the Vijaynagar Empire, this retreat situated on the Western side of Andhra Pradesh is guaranteed to leave any visitor enchanted. If you’re someone fascinated with history or interested in architecture, then Tadipatri should be your holiday destination."
1. Pathala Ganga,"3.4
 /5","2 km  from city center 
 
 1 out of 16 Places To Visit in Srisailam","As the River Krishna turns down hill, it is surrounded by a certain spirituality in the air. Enjoy the sceneries around you and take a dip into these sacred waters, believed to have medicinal properties for healing skin diseases."
