visit_places,rating,city_names,visit_place_summary
18. Raghvendra Swamy Brindavana,,"67 km  from city center 
 
 18 out of 30 Places To Visit in Kurnool","Raghvendra Swamy Brindavana is located on the banks of the mesmerising River Tungabhadra. It is often visited to seek blessings from Swamiji Sri Mula Ramadevara. The Brindavan is open for devotees only when Swamiji is present at the matha. During his tour, Swamiji gives Mantrakshata to the devotees. The Samadhi of Guru Raghavendra Swami is also located at the Brindavan which is open for devotees during the darshan time."
"19. Sai Baba Temple, Kurnool",,"2 km  from city center 
 
 19 out of 30 Places To Visit in Kurnool",Sai Baba Temple is an important pilgrim centre in the district located on the banks of the enchanting River Tungabhadra. The temple is a beautiful star-shaped structure with a traditional Shikhara in the centre on the top. The sanctum sanctorum has an idol of Sai Baba made of pristine white marble. The complex also houses a meditation hall that can accommodate about 800 people at a time.
20. Shivaji Spoorthy Kendra,,"93 km  from city center 
 
 20 out of 30 Places To Visit in Kurnool",Shivaji Spoorthy Kendra is where Chhatrapati Shivaji Maharaj meditated before becoming the king. The Kendra was built by historians Vadlamudi Ram Mohan Rao and Meero Panth Pingle when they had visited Srisailam and saw the dilapidated state of the location. The bhoomi pooja for the Kendra was done in 1983 and a 12 feet tall bronze statue of Chhatrapati Shivaji Maharaj was installed later on. The main motive of establishing the Kendra is to inspire the youth of India with the ideals of Shivaji Maharaj and keep his historic achievements alive.
"21. Shikaresvara Temple, Kurnool",,"0 km  from city center 
 
 21 out of 30 Places To Visit in Kurnool","Located on the highest peak of Srisailam, Shikaresvara Temple is dedicated to Veera Shankara Swami who was an incarnation of Lord Shiva. It is believed that Lord Shiva appeared in the form of Veera Shankara Swami when he was pleased with the dedication of the devotees to bless them. The temple also offers a breathtaking view of the mountain slopes and the captivating River Krishna making it an apt attraction for photography."
22. Sri Mahayogi Laxmamma Avva Temple,,"85 km  from city center 
 
 22 out of 30 Places To Visit in Kurnool","Sri Mahayogi Laxmamma Avva Temple is dedicated to Lakshmamma, also known as Avva. She was born in a poor Dalit family, had nothing to live off of and was considered insane because she was always found muttering to herself. Some, however, believed in her powers and offered her food and clothing till she was alive. According to a legend, Avva's limbs were mutilated but the next day she was seen doing her regular chores. Many such miracles stunned the people around and ever since she has been considered an avadhoot."
23. Jumma Masjid,,"2 km  from city center 
 
 23 out of 30 Places To Visit in Kurnool","Jumma Masjid is a 17th century mosque built by Madu Qadiri who was a governor who served Adil Shah. The splendid architecture of the mosque includes beautiful minarets, magnificent domes and spacious prayer halls making it a tourist attraction as well."
24. Ranamandala Konda,,"84 km  from city center 
 
 24 out of 30 Places To Visit in Kurnool","Ranamandala Konda is a religiously important attraction in the region. It is believed, this site is where, during their exile, Lord Rama shot an arrow and formed a lake to provide water to Goddess Sita. This is also where Lord Hanuman is believed to have fought demons while Rama was sleeping to ensure he doesn't get disturbed. The attraction also has the famous Ranamandala Anjaneya Swamy temple which is a shrine with no roof."
25. Iswaraswami Temple,,"2 km  from city center 
 
 25 out of 30 Places To Visit in Kurnool","Located on the banks of River Tungabhadra, Iswaraswami Temple is one of the oldest temples in the region. The tranquil environment of the temple is apt for those who wish to escape the chaotic city life."
26. Sri Ranganayaka Swamy Temple,,"3 km  from city center 
 
 26 out of 30 Places To Visit in Kurnool",Sri Ranganayaka Swamy Temple is an 18th century temple built by Krishnadvaraya of Vijayanagara Dynasty who wanted to build a temple similar to the one he visited in Srirangam. He later dreamt of Lord Vishnu telling him that an eagle will direct him to the location where the temple must be built. The beautiful Vijayanagara structure is an architectural treat for all tourists.
27. Adoni Fort,,"84 km  from city center 
 
 27 out of 30 Places To Visit in Kurnool","Adoni Fort is a 15th century historic monument built during the reign of the Vijayanagara Dynasty. The fort served as a military base and its walls stretch over 50 kilometres in length making it the largest fort in the country. After the downfall of the Vijayanagara empire, the fort was possessed by the Bijapur Sultanate and later, after the defeat of Tipu Sultan, came under the British Reign."
28. Kolanu Bharathi Saraswathi Temple,,"55 km  from city center 
 
 28 out of 30 Places To Visit in Kurnool","Kolanu Bharathi Saraswathi Temple is an important pilgrim centre dedicated to Goddess Saraswati. The century-old tradition of Aksharabhyasam is performed at this ancient temple. It is also considered to be the abode of Goddess Sri Bharati. The temple complex also has a Shivalinga, known as the Sapta Linga Kshetram, and a statue of Kaala Bhairav who protects the region."
29. Nallamala Forest,,"102 km  from city center 
 
 29 out of 30 Places To Visit in Kurnool","Nallamala Forest expands over a vast region of the Eastern Ghats of India. It is home to a wide variety of flora and fauna including Antelopes, Neelgai, Chinkaras and Leopards. The forest area also includes the Nagarjunasagar-Srisailam Tiger Reserve. The natural landscape, the dense forestation with several stupendous waterfalls and other water bodies, make the attraction perfect for nature lovers."
30. Satyanarayana Swamy Temple,,"2 km  from city center 
 
 30 out of 30 Places To Visit in Kurnool","Satyanarayana Swamy Temple is a 19th century shrine dedicated to Lord Satyanarayana famous for religious reasons. However, its splendid architecture with a magnificent entrance and beautiful bas-relief and sculpture work on the gopuram make it a famous tourist attraction as well."
1. Sri Venkateswara Temple,"3.5
 /5","1 km  from city center 
 
 1 out of 40 Places To Visit in Tirupati",Sri Venkateshwara Temple is the most revered and celebrated temple of the temple town of Tirupati having tourists and pilgrims flooding in all year long.
2. Akasaganga Teertham,"3.1
 /5","12 km  from city center 
 
 2 out of 40 Places To Visit in Tirupati","Akasaganga Teertham is a waterfall in Tirupati, located at a distance of 3 km from the main temple. The waterfall has water flowing all throughout the year and holds immense religious significance."
3. Silathoranam,"3.1
 /5","11 km  from city center 
 
 3 out of 40 Places To Visit in Tirupati","One of the natural marvels that history left behind, the Silathoranam, now, finds itself being an important landmark in archaeology and heritage. This is a natural rock formation, one of the only three of this kind in the world."
4. Swami Pushkarini Lake,"3.1
 /5","0 km  from city center 
 
 4 out of 40 Places To Visit in Tirupati","Almost neighboring the Sri Venkateshwara Temple, is Swami Pushkarini Lake. According to the legends, the lake belonged to Lord Vishnu and was located in Vaikuntham."
5. City Shopping,"2.9
 /5","1 km  from city center 
 
 5 out of 40 Places To Visit in Tirupati","While in Tirupati one can shop for religious items such as idols, pendants, paintings and images. Another popular item here are wooden replicas of Lord Tirumala, found in varied sizes."
6. Vedadri Narasimha Swamy Temple,"3.1
 /5",6 out of 40 Places To Visit in Tirupati,"This temple lies at a distance of 70 km from Tirupati and was constructed by Sir Krishna Deva Raya. It holds great mythological importance and is believed to be the site where Lord Vishnu battled with Rasksash Somakadu, won and took over the vedas from him."
7. Sri Padmavathi Ammavari Temple,"3.1
 /5","1 km  from city center 
 
 7 out of 40 Places To Visit in Tirupati","At a little distance from the main city area, one finds the Sri Padmavathi Ammavari Temple dedicated to Goddess Padmavathi. One of the many sacred structures of Tirupati, this one is home to many legends and stories about the Goddess."
8. TTD gardens,"3.1
 /5","4 km  from city center 
 
 8 out of 40 Places To Visit in Tirupati","Spreading over an area of 460 acres, the TTD gardens in Tirupati are known for their ornately decorated and manicured flower gardens. Alongside its lush green beauty, the garden also includes Alwar Tank, Mangalabhavi and Ananthapalligunta."
9. Chittoor,"3.1
 /5","57 km  from city center 
 
 9 out of 40 Places To Visit in Tirupati","At around 72 km away from Tirupati, Chittoor or Chittur is a temple town and enshrines many deities. Some of the famous temples include Varasiddi Vinayaka Swamy Temple, Subramanya Swamy Temple, Durgamma Gudi and Sai baba Temple."
10. Sri Venkateswara Dhyana Vignan Mandiram,"3.2
 /5","56 km  from city center 
 
 10 out of 40 Places To Visit in Tirupati","Established in the year 1980, the Sri Venkateswara Dhyana Vignan Mandiram in Tirupati is a museum that houses some of the most traditional articles that are used to perform Puja."
11. Sri Govindarajaswami Temple,,"0 km  from city center 
 
 11 out of 40 Places To Visit in Tirupati","Sri Govindarajaswami Temple is a 12th century Hindu Vaishnavite shrine built by Saint Ramanujacharya and is one of the biggest temple complexes in the district. The presiding deity is Lord Vishnu, also called Govindarajaswami. The beautiful traditional Dravidian architecture and its rich culture attract tourists in quite a large number every year."
12. Sri Varahaswami Temple,"3.1
 /5","10 km  from city center 
 
 12 out of 40 Places To Visit in Tirupati","Standing to the north of Sri Venkateswara Temple is the Sri Varahaswami Temple which according to a lot, is said to belong to Sri Adi varahaswami. Various legends surround this temple."
